name,time,H2
H_2,1709712162452998764,1.00
H_2,1709712167434209430,5.00
H_2,1709712172455055683,5.00
H_2,1709712177522034855,1.00
H_2,1709712182490128405,1.00
H_2,1709712187485293710,2.00
H_2,1709712192498899173,3.00
H_2,1709712197580092149,2.00
H_2,1709712202558516910,3.00
H_2,1709712207577417152,3.00
H_2,1709712212564726809,3.00
H_2,1709712217923666494,4.00
H_2,1709712222680946747,4.00
H_2,1709712227678254094,3.00
H_2,1709712232768227190,1.00
H_2,1709712237783600615,1.00
H_2,1709712242750102083,4.00
H_2,1709712247788306213,3.00
H_2,1709712252777439273,3.00
H_2,1709712257836922290,3.00
H_2,1709712262836650558,2.00
H_2,1709712267868474219,1.00
H_2,1709712272812260216,2.00
H_2,1709712277878597427,5.00
H_2,1709712282823389225,3.00
H_2,1709712287926647533,1.00
H_2,1709712292857110006,3.00
H_2,1709712297912693946,3.00
H_2,1709712302872709718,4.00
H_2,1709712307894799838,5.00
H_2,1709712312907755013,4.00
H_2,1709712317977794856,3.00
H_2,1709712322884422600,3.00
H_2,1709712328027021494,1.00
H_2,1709712332900337816,3.00
H_2,1709712337966060371,2.00
H_2,1709712342930703887,3.00
H_2,1709712347940151418,4.00
H_2,1709712352957409910,2.00
H_2,1709712357948325054,2.00
H_2,1709712362977396414,1.00
H_2,1709712368007147134,5.00
H_2,1709712373043240120,3.00
H_2,1709712378112118603,5.00
H_2,1709712383066631722,4.00
H_2,1709712388049332169,5.00
H_2,1709712393092221967,5.00
H_2,1709712398135919354,2.00
H_2,1709712403096565641,1.00
H_2,1709712408165874204,3.00
H_2,1709712413106486809,0.00
H_2,1709712418245365264,3.00
H_2,1709712423186516437,1.00
H_2,1709712428199696208,4.00
H_2,1709712433195332513,2.00
H_2,1709712438206133880,1.00
H_2,1709712443207743067,3.00
H_2,1709712448229326734,1.00
H_2,1709712453238631873,1.00
H_2,1709712458273287941,1.00
H_2,1709712463226463741,3.00
H_2,1709712468209665254,1.00
H_2,1709712473221371803,3.00
H_2,1709712478248500603,1.00
H_2,1709712483207243955,0.00
H_2,1709712488261147421,2.00
H_2,1709712493283880730,3.00
H_2,1709712498497056254,3.00
H_2,1709712503317284372,2.00
H_2,1709712508256481723,1.00
H_2,1709712513250571560,1.00
H_2,1709712518442306513,0.00
H_2,1709712523303997427,1.00
H_2,1709712528307411852,4.00
H_2,1709712533296869888,3.00
H_2,1709712538345209308,3.00
H_2,1709712543326443384,3.00
H_2,1709712548331722455,1.00
H_2,1709712553317300097,5.00
H_2,1709712558538916111,2.00
H_2,1709712563420036238,1.00
H_2,1709712568425790167,2.00
H_2,1709712573437950534,2.00
H_2,1709712578512653474,1.00
H_2,1709712583486236505,4.00
H_2,1709712588508399273,1.00
H_2,1709712593499516470,1.00
H_2,1709712598706685358,3.00
H_2,1709712603574200810,0.00
H_2,1709712608582682687,1.00
H_2,1709712613586563003,1.00
H_2,1709712618706889377,4.00
H_2,1709712623680799842,4.00
H_2,1709712628698081721,0.00
H_2,1709712633606126732,1.00
H_2,1709712639133191203,2.00
H_2,1709712643627306001,1.00
H_2,1709712648654768454,1.00
H_2,1709712653643205250,3.00
H_2,1709712658844454260,5.00
H_2,1709712663754327087,1.00
H_2,1709712668739728659,4.00
H_2,1709712673732640521,0.00
H_2,1709712679004635554,4.00
H_2,1709712683796987969,4.00
H_2,1709712688807679149,2.00
H_2,1709712693809338152,3.00
H_2,1709712698911436630,5.00
H_2,1709712703863011087,5.00
H_2,1709712708867226107,2.00
H_2,1709712713868468730,1.00
H_2,1709712719074425873,2.00
H_2,1709712723965921730,3.00
H_2,1709712728993436310,4.00
H_2,1709712733980002323,2.00
H_2,1709712739128003361,5.00
H_2,1709712744045622733,4.00
H_2,1709712749034472160,5.00
H_2,1709712754034443224,1.00
H_2,1709712759074151336,1.00
H_2,1709712764066620997,3.00
H_2,1709712769076314003,2.00
H_2,1709712774082247166,3.00
H_2,1709712779315920268,1.00
H_2,1709712784131241472,4.00
H_2,1709712789169467676,2.00
H_2,1709712794155281796,1.00
H_2,1709712799403537812,2.00
H_2,1709712804290133116,2.00
H_2,1709712809319489733,2.00
H_2,1709712814321704421,1.00
H_2,1709712819425075769,3.00
H_2,1709712824355680700,5.00
H_2,1709712829394080557,4.00
H_2,1709712834418072574,4.00
H_2,1709712839437419180,2.00
H_2,1709712844409651086,3.00
H_2,1709712849461478603,1.00
H_2,1709712854456974774,1.00
H_2,1709712859488609042,1.00
H_2,1709712864483827495,3.00
H_2,1709712869480825627,3.00
H_2,1709712874486032800,5.00
H_2,1709712879502139216,1.00
H_2,1709712884458659294,3.00
H_2,1709712889534707553,3.00
H_2,1709712894508376336,2.00
H_2,1709712899594294618,4.00
H_2,1709712904551718946,3.00
H_2,1709712909532862178,3.00
H_2,1709712914609431299,5.00
H_2,1709712919634274430,1.00
H_2,1709712924657434436,2.00
H_2,1709712929659365836,1.00
H_2,1709712934638750665,4.00
H_2,1709712939694450068,1.00
H_2,1709712944656444247,4.00
H_2,1709712949707814953,2.00
H_2,1709712954708078992,4.00
H_2,1709712959734849741,3.00
H_2,1709712964691254594,3.00
H_2,1709712969774764746,3.00
H_2,1709712974755526310,3.00
H_2,1709712979753323719,1.00
H_2,1709712984799301387,2.00
H_2,1709712989764227608,2.00
H_2,1709712994767808691,3.00
H_2,1709712999803903712,2.00
H_2,1709713004833599055,5.00
H_2,1709713009837941688,3.00
H_2,1709713014867140879,0.00
H_2,1709713019907017804,4.00
H_2,1709713025068557385,3.00
H_2,1709713029886257169,1.00
H_2,1709713034959490888,3.00
H_2,1709713039895788539,3.00
H_2,1709713044896057666,5.00
H_2,1709713049896598351,5.00
H_2,1709713054904778548,1.00
H_2,1709713060024000433,3.00
H_2,1709713064926313504,3.00
H_2,1709713070008541294,1.00
H_2,1709713074998857453,4.00
H_2,1709713080040636677,3.00
H_2,1709713085088520519,2.00
H_2,1709713090096241944,2.00
H_2,1709713095119568124,4.00
H_2,1709713100218083516,4.00
H_2,1709713105158030388,2.00
H_2,1709713110166334612,4.00
H_2,1709713115220025975,5.00
H_2,1709713120361634804,2.00
H_2,1709713125297976516,2.00
H_2,1709713130287171602,1.00
H_2,1709713135295806331,3.00
H_2,1709713140305037670,4.00
H_2,1709713145347116176,4.00
H_2,1709713150345967375,1.00
H_2,1709713155311588278,1.00
H_2,1709713160304830682,4.00
H_2,1709713165344761525,3.00
H_2,1709713170384128929,1.00
H_2,1709713175347712273,3.00
H_2,1709713180390535654,2.00
H_2,1709713185356839300,0.00
H_2,1709713190418493312,3.00
H_2,1709713195446724529,2.00
H_2,1709713200488892432,2.00
H_2,1709713205493008434,0.00
H_2,1709713210456801291,3.00
H_2,1709713215514586341,5.00
H_2,1709713220576921809,3.00
H_2,1709713225548458377,2.00
H_2,1709713230549896555,3.00
H_2,1709713235534471119,3.00
H_2,1709713240578193178,5.00
H_2,1709713245572582166,1.00
H_2,1709713250602021062,5.00
H_2,1709713255599724835,3.00
H_2,1709713260857061815,3.00
H_2,1709713265720205045,1.00
H_2,1709713270762277762,1.00
H_2,1709713275706304524,4.00
H_2,1709713280734442660,2.00
H_2,1709713285716743439,0.00
H_2,1709713290705189598,4.00
H_2,1709713295726886077,0.00
H_2,1709713300775161600,1.00
H_2,1709713305736380189,2.00
H_2,1709713310792922850,3.00
H_2,1709713315765999684,3.00
H_2,1709713320833600517,4.00
H_2,1709713325769335672,3.00
H_2,1709713330773873569,1.00
H_2,1709713335818942338,0.00
H_2,1709713340925955940,5.00
H_2,1709713345889672828,3.00
H_2,1709713350871286211,0.00
H_2,1709713355897309315,4.00
H_2,1709713360869238521,2.00
H_2,1709713365901242186,3.00
H_2,1709713371069365340,5.00
H_2,1709713375949967615,4.00
H_2,1709713380986823382,4.00
H_2,1709713385959775731,1.00
H_2,1709713391262668737,3.00
H_2,1709713396013912863,4.00
H_2,1709713401047310178,0.00
H_2,1709713406020763529,4.00
H_2,1709713411068604264,1.00
H_2,1709713416042602025,4.00
H_2,1709713421122559885,2.00
H_2,1709713426039468148,0.00
H_2,1709713431111544993,4.00
H_2,1709713436049435331,5.00
H_2,1709713441350350571,5.00
H_2,1709713446160545100,0.00
H_2,1709713451163484693,5.00
H_2,1709713456099521774,3.00
H_2,1709713461141029541,1.00
H_2,1709713466117087736,3.00
H_2,1709713471126742090,2.00
H_2,1709713476140576384,3.00
H_2,1709713481308084563,0.00
H_2,1709713486172452037,4.00
H_2,1709713491184562994,3.00
H_2,1709713496170676289,5.00
H_2,1709713501357165133,0.00
H_2,1709713506246277377,2.00
H_2,1709713511342625678,2.00
H_2,1709713516252905258,1.00
H_2,1709713521369088464,3.00
H_2,1709713526352096156,5.00
H_2,1709713531353461478,5.00
H_2,1709713536357461252,1.00
H_2,1709713541456326458,2.00
H_2,1709713546399085690,1.00
H_2,1709713551407220165,3.00
H_2,1709713556412291879,5.00
H_2,1709713561503495937,1.00
H_2,1709713566474679461,2.00
H_2,1709713571483310910,1.00
H_2,1709713576483010879,2.00
H_2,1709713581550242079,0.00
H_2,1709713586528193240,3.00
H_2,1709713591548740067,3.00
H_2,1709713596557055928,3.00
H_2,1709713601609572045,1.00
H_2,1709713606570891377,0.00
H_2,1709713611612452169,3.00
H_2,1709713616591793442,1.00
H_2,1709713621693973959,4.00
H_2,1709713626641827474,3.00
H_2,1709713631650356449,1.00
H_2,1709713636636364589,3.00
H_2,1709713641758962967,4.00
H_2,1709713646682737745,5.00
H_2,1709713651696052302,0.00
H_2,1709713656676470569,1.00
H_2,1709713661726415584,1.00
H_2,1709713666691543634,2.00
H_2,1709713671692613522,4.00
H_2,1709713676699346552,2.00
H_2,1709713681817522050,3.00
H_2,1709713686788003579,4.00
H_2,1709713691798597489,3.00
H_2,1709713696792531317,0.00
H_2,1709713701825515906,1.00
H_2,1709713706789877101,1.00
H_2,1709713711831824030,2.00
H_2,1709713716802276627,1.00
H_2,1709713721866253985,4.00
H_2,1709713726853101005,4.00
H_2,1709713731873868141,5.00
H_2,1709713736841470635,3.00
H_2,1709713741962640172,1.00
H_2,1709713746913488835,0.00
H_2,1709713751904252229,4.00
H_2,1709713756919765027,4.00
H_2,1709713761959962331,5.00
H_2,1709713766931774800,1.00
H_2,1709713771964385002,1.00
H_2,1709713776934812905,1.00
H_2,1709713781996736525,3.00
H_2,1709713786983134364,3.00
H_2,1709713791985261372,2.00
H_2,1709713796972285606,2.00
H_2,1709713802015925521,1.00
H_2,1709713807008496384,5.00
H_2,1709713812007231959,2.00
H_2,1709713816990013518,3.00
H_2,1709713822142890959,4.00
H_2,1709713827098420187,3.00
H_2,1709713832126255047,4.00
H_2,1709713837108338192,2.00
H_2,1709713842187773666,1.00
H_2,1709713847131806809,2.00
H_2,1709713852134232305,1.00
H_2,1709713857147161604,0.00
H_2,1709713862190652428,4.00
H_2,1709713867172232755,3.00
H_2,1709713872161173703,2.00
H_2,1709713877185791875,4.00
H_2,1709713882356529752,4.00
H_2,1709713887312859110,5.00
H_2,1709713892316921461,3.00
H_2,1709713897243731056,3.00
H_2,1709713902506766758,2.00
H_2,1709713907314808252,3.00
H_2,1709713912351870942,1.00
H_2,1709713917358813789,3.00
H_2,1709713922448708790,3.00
H_2,1709713927368247767,5.00
H_2,1709713932377396578,4.00
H_2,1709713937384791261,2.00
H_2,1709713942431782871,1.00
H_2,1709713947417575558,4.00
H_2,1709713952426114866,2.00
H_2,1709713957419063455,3.00
H_2,1709713962623319842,2.00
H_2,1709713967501662974,4.00
H_2,1709713972505408784,5.00
H_2,1709713977501121401,4.00
H_2,1709713982491387397,1.00
H_2,1709713987494679529,1.00
H_2,1709713992513739104,1.00
H_2,1709713997479340747,0.00
H_2,1709714002708308505,3.00
H_2,1709714007603617557,4.00
H_2,1709714012591245648,3.00
H_2,1709714017598658698,2.00
H_2,1709714022728525796,3.00
H_2,1709714027632428282,2.00
H_2,1709714032655540538,5.00
H_2,1709714037640535857,2.00
H_2,1709714042957527495,2.00
H_2,1709714047756594642,2.00
H_2,1709714052757800016,4.00
H_2,1709714057681684629,2.00
H_2,1709714062794313990,4.00
H_2,1709714067726471181,5.00
H_2,1709714072734955749,4.00
H_2,1709714077711598150,4.00
H_2,1709714082785536871,0.00
H_2,1709714087777590672,3.00
H_2,1709714092772877901,0.00
H_2,1709714097781672797,1.00
H_2,1709714102938329415,4.00
H_2,1709714107846501749,4.00
H_2,1709714112859480987,1.00
H_2,1709714117852930231,2.00
H_2,1709714122918612407,1.00
H_2,1709714127888183204,3.00
H_2,1709714132886270816,3.00
H_2,1709714137881502063,1.00
H_2,1709714143065385344,3.00
H_2,1709714147953090044,5.00
H_2,1709714152974241946,2.00
H_2,1709714157980734290,4.00
H_2,1709714163167210777,4.00
H_2,1709714168027524498,1.00
H_2,1709714173039446016,2.00
H_2,1709714178025526662,3.00
H_2,1709714183101237137,2.00
H_2,1709714188066057290,2.00
H_2,1709714193085580551,3.00
H_2,1709714198074664711,1.00
H_2,1709714203236095794,2.00
H_2,1709714208216120110,3.00
H_2,1709714213193852088,0.00
H_2,1709714218192377856,2.00
H_2,1709714223294634871,4.00
H_2,1709714228253258419,4.00
H_2,1709714233266255698,2.00
H_2,1709714238254404730,1.00
H_2,1709714243453720926,3.00
H_2,1709714248322751653,1.00
H_2,1709714253334776333,1.00
H_2,1709714258324052720,5.00
H_2,1709714263388019061,4.00
H_2,1709714268357517282,3.00
H_2,1709714273586784690,1.00
H_2,1709714278365457724,3.00
H_2,1709714283570229877,2.00
H_2,1709714288473761386,3.00
H_2,1709714293467995108,1.00
H_2,1709714298457019264,4.00
H_2,1709714303500969286,5.00
H_2,1709714308512965027,0.00
H_2,1709714313497780452,2.00
H_2,1709714318494416542,4.00
H_2,1709714323635674111,3.00
H_2,1709714328552215016,0.00
H_2,1709714333579149241,5.00
H_2,1709714338580068625,4.00
H_2,1709714343650130607,0.00
H_2,1709714348588467387,4.00
H_2,1709714353592720461,5.00
H_2,1709714358606731963,3.00
H_2,1709714363805042729,4.00
H_2,1709714368690244177,1.00
H_2,1709714373715113548,1.00
H_2,1709714378694930310,5.00
H_2,1709714384080262356,1.00
H_2,1709714388767802896,0.00
H_2,1709714393771530361,3.00
H_2,1709714398785596414,5.00
H_2,1709714403954170183,3.00
H_2,1709714408932170032,5.00
H_2,1709714413874949009,2.00
H_2,1709714418862394937,5.00
H_2,1709714424086398587,0.00
H_2,1709714428967348110,0.00
H_2,1709714433926492059,4.00
H_2,1709714438866126245,2.00
H_2,1709714444007668746,1.00
H_2,1709714448918961335,4.00
H_2,1709714453892305367,3.00
H_2,1709714458878334453,4.00
H_2,1709714463999642062,2.00
H_2,1709714468979706132,4.00
H_2,1709714474001806006,3.00
H_2,1709714478976005115,1.00
H_2,1709714484113831510,2.00
H_2,1709714489091668895,3.00
H_2,1709714494087111548,4.00
H_2,1709714499103911347,3.00
H_2,1709714504176381853,1.00
H_2,1709714509135955938,1.00
H_2,1709714514134692493,2.00
H_2,1709714519128917274,3.00
H_2,1709714524318517421,1.00
H_2,1709714529219899445,4.00
H_2,1709714534229476736,3.00
H_2,1709714539217086309,2.00
H_2,1709714544317360055,4.00
H_2,1709714549291823376,3.00
H_2,1709714554304624271,3.00
H_2,1709714559333543562,2.00
H_2,1709714564553395913,3.00
H_2,1709714569408924508,2.00
H_2,1709714574435706936,1.00
H_2,1709714579418960184,2.00
H_2,1709714584518596872,3.00
H_2,1709714589452715632,3.00
H_2,1709714594464274431,2.00
H_2,1709714599437477702,0.00
H_2,1709714604494399659,3.00
H_2,1709714609481526805,1.00
H_2,1709714614495678762,2.00
H_2,1709714619508933123,3.00
H_2,1709714624701545264,4.00
H_2,1709714630269895716,3.00
H_2,1709714635193027779,1.00
H_2,1709714640178812582,3.00
H_2,1709714645216220121,1.00
H_2,1709714650183172337,3.00
H_2,1709714655248143189,5.00
H_2,1709714660191615892,5.00
H_2,1709714665202887064,4.00
H_2,1709714670188629910,0.00
H_2,1709714675190349805,2.00
H_2,1709714680187398619,0.00
H_2,1709714685214320631,5.00
H_2,1709714690205709108,2.00
H_2,1709714695204924789,5.00
H_2,1709714700203672672,3.00
H_2,1709714708136940176,5.00
H_2,1709714713083974883,4.00
H_2,1709714718058518727,1.00
H_2,1709714723084873328,3.00
H_2,1709714728090685077,3.00
H_2,1709714733081449862,1.00
H_2,1709714738075747374,2.00
H_2,1709714743118714965,5.00
H_2,1709714748166529397,0.00
H_2,1709714753176632957,2.00
H_2,1709714758180510076,3.00
H_2,1709714763186392111,1.00
H_2,1709714768242703079,1.00
H_2,1709714773218789004,3.00
H_2,1709714778255993760,3.00
H_2,1709714783307254788,1.00
H_2,1709714788270297753,4.00
H_2,1709714793237832564,3.00
H_2,1709714798278632612,4.00
H_2,1709714803546990464,0.00
H_2,1709714810368142635,3.00
H_2,1709714815380734558,2.00
H_2,1709714820369559419,5.00
H_2,1709714825455377851,3.00
H_2,1709714831811374509,1.00
H_2,1709714836794128391,4.00
H_2,1709714841797772663,1.00
H_2,1709714846810218626,3.00
H_2,1709714851801460447,2.00
H_2,1709714856781501667,3.00
H_2,1709714861777908174,2.00
H_2,1709714866777512519,2.00
H_2,1709714871793410588,2.00
H_2,1709714876785694099,1.00
H_2,1709714881776316595,2.00
H_2,1709714886813841461,2.00
H_2,1709714892033648124,2.00
H_2,1709714896959042263,2.00
H_2,1709714901836700700,4.00
H_2,1709714906844327342,3.00
H_2,1709714912286544313,2.00
H_2,1709714917221231948,2.00
H_2,1709714922222959088,1.00
H_2,1709714927240237767,5.00
H_2,1709714932408435531,0.00
H_2,1709714937347781822,5.00
H_2,1709714942369832722,4.00
H_2,1709714947340647196,3.00
H_2,1709714952393624976,4.00
H_2,1709714957367598624,2.00
H_2,1709714963354155409,3.00
H_2,1709714968313193541,5.00
H_2,1709714973357251542,3.00
H_2,1709714978359928065,4.00
H_2,1709714983338895404,3.00
H_2,1709714988338919386,5.00
H_2,1709714993327518609,0.00
H_2,1709714998324294686,5.00
H_2,1709715003418456305,4.00
H_2,1709715008340781151,5.00
H_2,1709715013346751333,1.00
H_2,1709715018349273319,2.00
H_2,1709715023482559384,4.00
H_2,1709715028448773261,1.00
H_2,1709715033453754147,1.00
H_2,1709715038454616211,4.00
H_2,1709715043593876520,3.00
H_2,1709715048501398247,2.00
H_2,1709715053512341504,4.00
H_2,1709715058502777611,4.00
H_2,1709715063664595705,1.00
H_2,1709715068588187567,4.00
H_2,1709715073699345996,2.00
H_2,1709715078612809960,5.00
H_2,1709715083696567369,3.00
H_2,1709715088656281864,2.00
H_2,1709715093657240033,0.00
H_2,1709715098645372563,1.00
H_2,1709715103820801710,5.00
H_2,1709715108767359838,1.00
H_2,1709715113814739963,2.00
H_2,1709715118708727809,0.00
H_2,1709715123820570233,1.00
H_2,1709715128791789074,3.00
H_2,1709715133843660072,0.00
H_2,1709715138895026626,4.00
H_2,1709715144062141214,0.00
H_2,1709715148910499445,1.00
H_2,1709715153907122840,1.00
H_2,1709715158977495839,1.00
H_2,1709715163957938738,3.00
H_2,1709715169015251866,3.00
H_2,1709715174050030088,5.00
H_2,1709715179005713522,1.00
H_2,1709715184023575469,2.00
H_2,1709715189093722443,2.00
H_2,1709715194069737965,0.00
H_2,1709715199061233522,2.00
H_2,1709715204255820215,2.00
H_2,1709715209133495095,1.00
H_2,1709715214131216235,4.00
H_2,1709715219134814651,0.00
H_2,1709715224174024400,1.00
H_2,1709715229147904985,1.00
H_2,1709715234147155968,2.00
H_2,1709715239138187878,4.00
H_2,1709715244247944171,3.00
H_2,1709715250947003683,5.00
H_2,1709715255973811218,2.00
H_2,1709715261045742947,1.00
H_2,1709715265960126269,3.00
H_2,1709715270964131899,3.00
H_2,1709715275988580011,4.00
H_2,1709715280965255468,1.00
H_2,1709715285980759027,1.00
H_2,1709715290963237637,5.00
H_2,1709715295961587949,2.00
H_2,1709715300954885283,0.00
H_2,1709715305956277811,2.00
H_2,1709715311135975485,4.00
H_2,1709715316099059409,1.00
H_2,1709715321044798639,2.00
H_2,1709715326053255704,4.00
H_2,1709715331175708611,2.00
H_2,1709715336121508069,1.00
H_2,1709715341126728177,3.00
H_2,1709715346124448693,5.00
H_2,1709715351290409772,0.00
H_2,1709715356433938139,2.00
H_2,1709715361345312661,1.00
H_2,1709715366284539196,1.00
H_2,1709715371445669454,0.00
H_2,1709715376407097785,3.00
H_2,1709715381404441877,1.00
H_2,1709715386347978997,2.00
H_2,1709715391541408058,3.00
H_2,1709715396533525404,1.00
H_2,1709715401395366324,0.00
H_2,1709715406388181204,3.00
H_2,1709715411681383527,5.00
H_2,1709715416498161363,1.00
H_2,1709715421555293850,3.00
H_2,1709715426518973182,3.00
H_2,1709715431609854858,4.00
H_2,1709715436667071224,4.00
H_2,1709715441673900307,1.00
H_2,1709715446604827532,2.00
H_2,1709715451753831810,3.00
H_2,1709715456623603727,1.00
H_2,1709715461632192307,5.00
H_2,1709715466625803488,0.00
H_2,1709715471788293560,3.00
H_2,1709715476713363082,5.00
H_2,1709715481774770465,1.00
H_2,1709715486703792626,5.00
H_2,1709715491931703944,1.00
H_2,1709715496810569389,3.00
H_2,1709715501811440720,2.00
H_2,1709715506820420479,3.00
H_2,1709715511950028779,0.00
H_2,1709715516897816149,5.00
H_2,1709715521904297136,3.00
H_2,1709715526899104682,4.00
H_2,1709715532143855826,3.00
H_2,1709715537071473279,4.00
H_2,1709715542059349608,5.00
H_2,1709715547018843388,0.00
H_2,1709715552057872757,1.00
H_2,1709715557136143563,0.00
H_2,1709715562139065067,4.00
H_2,1709715567043369310,2.00
H_2,1709715572222180214,4.00
H_2,1709715577208446027,3.00
H_2,1709715582192274595,3.00
H_2,1709715587173555397,3.00
H_2,1709715592254512821,0.00
H_2,1709715597180844986,1.00
H_2,1709715602211590125,3.00
H_2,1709715607193417464,3.00
H_2,1709715612458745781,3.00
H_2,1709715617236095635,2.00
H_2,1709715622329186037,0.00
H_2,1709715627243372493,1.00
H_2,1709715632401714577,3.00
H_2,1709715637324879090,3.00
H_2,1709715642399480986,1.00
H_2,1709715647379417862,3.00
H_2,1709715652493349157,3.00
H_2,1709715657465647743,2.00
H_2,1709715662692190857,4.00
H_2,1709715668190826407,2.00
H_2,1709715673143656234,5.00
H_2,1709715678134947133,4.00
H_2,1709715683144450051,0.00
H_2,1709715688146005258,4.00
H_2,1709715693096687200,2.00
H_2,1709964475878653520,4.00
H_2,1709964475977670984,3.00
H_2,1709964476022942677,4.00
H_2,1709964476109802066,4.00
H_2,1709964476156221618,4.00
H_2,1709964476260697915,2.00
H_2,1709964476447786170,1.00
H_2,1709964476644861468,5.00
H_2,1709964476857644046,5.00
H_2,1709964477048601713,3.00
H_2,1709964477255149369,1.00
H_2,1709964477492027527,4.00
H_2,1709964478130749531,1.00
H_2,1709964478312523277,2.00
H_2,1709964480119329680,2.00
H_2,1709964480149003675,4.00
H_2,1710005337759282501,5.00
H_2,1710005342741494054,4.00
H_2,1710005347763607499,2.00
H_2,1710005356723401904,3.00
H_2,1710005361712134849,5.00
H_2,1710005366708195168,1.00
H_2,1710005371718185783,0.00
H_2,1710005376697668516,3.00
H_2,1710005381714112499,2.00
H_2,1710005386710738415,4.00
H_2,1710005391709170781,4.00
H_2,1710005396724417744,5.00
H_2,1710005401709246700,2.00
H_2,1710005406718361500,1.00
H_2,1710005411720262226,2.00
H_2,1710005416743176710,1.00
H_2,1710005421737535370,4.00
H_2,1710005426735237014,2.00
H_2,1710005431750133187,3.00
H_2,1710005436744203577,0.00
H_2,1710005441744510765,4.00
H_2,1710005446760205645,3.00
H_2,1710005451748376876,1.00
H_2,1710005456774452879,0.00
H_2,1710005461776462600,2.00
H_2,1710005466756244615,3.00
H_2,1710005471747649406,2.00
H_2,1710005476783407150,3.00
H_2,1710005481763225166,1.00
H_2,1710005486760999874,1.00
H_2,1710005491746349825,5.00
H_2,1710005496827746887,3.00
H_2,1710005501767275200,3.00
H_2,1710005506760088486,2.00
H_2,1710005511814680672,1.00
H_2,1710005517155433676,1.00
H_2,1710005522134623311,2.00
H_2,1710005527131202677,1.00
H_2,1710005532133612698,2.00
H_2,1710005537144755964,1.00
H_2,1710005542148280708,3.00
H_2,1710005547154390692,1.00
H_2,1710005552145172748,2.00
H_2,1710005557169446331,2.00
H_2,1710005562149007396,4.00
H_2,1710005567162127431,3.00
H_2,1710005572150536536,5.00
H_2,1710005577211619676,2.00
H_2,1710005582142998187,4.00
H_2,1710005587169034975,3.00
H_2,1710005592171771597,2.00
H_2,1710005597242703357,2.00
H_2,1710005602163881270,2.00
H_2,1710005607174256119,1.00
H_2,1710005612175713606,1.00
H_2,1710005617186926947,5.00
H_2,1710005622220780574,4.00
H_2,1710005627200329853,1.00
H_2,1710005632187272800,1.00
H_2,1710005637232963926,4.00
H_2,1710005642221260968,1.00
H_2,1710005647234861978,1.00
H_2,1710005652218597191,5.00
H_2,1710005657243186837,1.00
H_2,1710005662219901577,3.00
H_2,1710005667226106254,0.00
H_2,1710005672225960883,4.00
H_2,1710005677219030516,4.00
H_2,1710005682219877082,4.00
