name,time,Smoke
Sm_oke,1709712162449931321,1.00
Sm_oke,1709712167436423749,0.00
Sm_oke,1709712172460711975,0.00
Sm_oke,1709712177526685627,0.00
Sm_oke,1709712182495025844,1.00
Sm_oke,1709712187490265629,0.00
Sm_oke,1709712192502204427,0.00
Sm_oke,1709712197588539113,0.00
Sm_oke,1709712202564027004,1.00
Sm_oke,1709712207581541675,1.00
Sm_oke,1709712212571690442,1.00
Sm_oke,1709712217932798404,1.00
Sm_oke,1709712222682329140,0.00
Sm_oke,1709712227683661428,0.00
Sm_oke,1709712232772430359,1.00
Sm_oke,1709712237787538941,0.00
Sm_oke,1709712242748450315,0.00
Sm_oke,1709712247791562301,1.00
Sm_oke,1709712252780842704,0.00
Sm_oke,1709712257841649312,1.00
Sm_oke,1709712262840523780,0.00
Sm_oke,1709712267870956349,0.00
Sm_oke,1709712272815241461,1.00
Sm_oke,1709712277880210393,1.00
Sm_oke,1709712282831141086,1.00
Sm_oke,1709712287946487860,1.00
Sm_oke,1709712292861720987,1.00
Sm_oke,1709712297917164094,0.00
Sm_oke,1709712302877817052,0.00
Sm_oke,1709712307900495088,1.00
Sm_oke,1709712312921250456,0.00
Sm_oke,1709712317982154379,1.00
Sm_oke,1709712322887785926,0.00
Sm_oke,1709712328055057691,0.00
Sm_oke,1709712332902621666,1.00
Sm_oke,1709712337972423380,0.00
Sm_oke,1709712342935735127,1.00
Sm_oke,1709712347952503998,0.00
Sm_oke,1709712352959122459,1.00
Sm_oke,1709712357950473540,1.00
Sm_oke,1709712362982695466,1.00
Sm_oke,1709712368010541346,0.00
Sm_oke,1709712373040220282,1.00
Sm_oke,1709712378115877763,1.00
Sm_oke,1709712383073592333,0.00
Sm_oke,1709712388056882623,1.00
Sm_oke,1709712393103472310,0.00
Sm_oke,1709712398147017926,0.00
Sm_oke,1709712403100118186,1.00
Sm_oke,1709712408172777420,0.00
Sm_oke,1709712413110581019,1.00
Sm_oke,1709712418249394527,1.00
Sm_oke,1709712423194794338,0.00
Sm_oke,1709712428202967764,1.00
Sm_oke,1709712433197940945,0.00
Sm_oke,1709712438220462237,0.00
Sm_oke,1709712443210399832,1.00
Sm_oke,1709712448234083392,0.00
Sm_oke,1709712453243057333,1.00
Sm_oke,1709712458283248754,0.00
Sm_oke,1709712463229096288,1.00
Sm_oke,1709712468206394531,0.00
Sm_oke,1709712473226118096,0.00
Sm_oke,1709712478252823824,0.00
Sm_oke,1709712483209377857,1.00
Sm_oke,1709712488272471200,1.00
Sm_oke,1709712493295298624,0.00
Sm_oke,1709712498504978061,1.00
Sm_oke,1709712503321650874,0.00
Sm_oke,1709712508264867800,0.00
Sm_oke,1709712513254709468,0.00
Sm_oke,1709712518446487181,0.00
Sm_oke,1709712523311438975,0.00
Sm_oke,1709712528312583925,0.00
Sm_oke,1709712533300132121,0.00
Sm_oke,1709712538352796949,1.00
Sm_oke,1709712543330873687,0.00
Sm_oke,1709712548335211562,0.00
Sm_oke,1709712553320412695,0.00
Sm_oke,1709712558556322638,0.00
Sm_oke,1709712563422461597,1.00
Sm_oke,1709712568424635951,0.00
Sm_oke,1709712573441086100,0.00
Sm_oke,1709712578518444347,1.00
Sm_oke,1709712583494444926,1.00
Sm_oke,1709712588511077392,0.00
Sm_oke,1709712593504045680,1.00
Sm_oke,1709712598713811593,1.00
Sm_oke,1709712603577662209,1.00
Sm_oke,1709712608586775960,0.00
Sm_oke,1709712613592585387,1.00
Sm_oke,1709712618710604577,1.00
Sm_oke,1709712623684357439,0.00
Sm_oke,1709712628701149684,0.00
Sm_oke,1709712633607652041,0.00
Sm_oke,1709712639134796044,1.00
Sm_oke,1709712643630649535,0.00
Sm_oke,1709712648658241103,1.00
Sm_oke,1709712653647244460,1.00
Sm_oke,1709712658852814399,1.00
Sm_oke,1709712663762178165,1.00
Sm_oke,1709712668743217246,0.00
Sm_oke,1709712673736928221,0.00
Sm_oke,1709712679016690321,0.00
Sm_oke,1709712683799376818,1.00
Sm_oke,1709712688811053881,1.00
Sm_oke,1709712693812989395,0.00
Sm_oke,1709712698917966252,1.00
Sm_oke,1709712703866564049,1.00
Sm_oke,1709712708870465787,0.00
Sm_oke,1709712713873393824,0.00
Sm_oke,1709712719079403466,1.00
Sm_oke,1709712723971003438,0.00
Sm_oke,1709712728998525466,0.00
Sm_oke,1709712733983931117,1.00
Sm_oke,1709712739126775603,0.00
Sm_oke,1709712744053809747,0.00
Sm_oke,1709712749044279639,1.00
Sm_oke,1709712754038086029,0.00
Sm_oke,1709712759079352367,0.00
Sm_oke,1709712764068553650,1.00
Sm_oke,1709712769079944620,0.00
Sm_oke,1709712774086980230,1.00
Sm_oke,1709712779319276095,0.00
Sm_oke,1709712784134328445,1.00
Sm_oke,1709712789173538970,1.00
Sm_oke,1709712794161723657,0.00
Sm_oke,1709712799402568908,0.00
Sm_oke,1709712804296022635,1.00
Sm_oke,1709712809322600976,1.00
Sm_oke,1709712814326590765,0.00
Sm_oke,1709712819432371587,0.00
Sm_oke,1709712824358821891,0.00
Sm_oke,1709712829400634866,1.00
Sm_oke,1709712834421299963,0.00
Sm_oke,1709712839444777914,0.00
Sm_oke,1709712844417279143,0.00
Sm_oke,1709712849466209375,1.00
Sm_oke,1709712854460180080,0.00
Sm_oke,1709712859490764714,1.00
Sm_oke,1709712864487160353,0.00
Sm_oke,1709712869485278170,0.00
Sm_oke,1709712874490998050,1.00
Sm_oke,1709712879512027893,1.00
Sm_oke,1709712884462648556,0.00
Sm_oke,1709712889538729368,1.00
Sm_oke,1709712894512518671,0.00
Sm_oke,1709712899600246063,0.00
Sm_oke,1709712904549274472,1.00
Sm_oke,1709712909541422785,0.00
Sm_oke,1709712914613462645,0.00
Sm_oke,1709712919639680096,1.00
Sm_oke,1709712924663473902,0.00
Sm_oke,1709712929665755614,0.00
Sm_oke,1709712934643830966,0.00
Sm_oke,1709712939697567874,0.00
Sm_oke,1709712944661118769,0.00
Sm_oke,1709712949712650828,1.00
Sm_oke,1709712954714747936,1.00
Sm_oke,1709712959740388480,0.00
Sm_oke,1709712964693706047,0.00
Sm_oke,1709712969777020835,0.00
Sm_oke,1709712974759382916,1.00
Sm_oke,1709712979758394802,0.00
Sm_oke,1709712984801139144,1.00
Sm_oke,1709712989770626136,0.00
Sm_oke,1709712994770615300,1.00
Sm_oke,1709712999808727817,1.00
Sm_oke,1709713004844563095,0.00
Sm_oke,1709713009842826938,1.00
Sm_oke,1709713014870416029,0.00
Sm_oke,1709713019915959035,0.00
Sm_oke,1709713025075613724,1.00
Sm_oke,1709713029890179140,0.00
Sm_oke,1709713034966494467,1.00
Sm_oke,1709713039901607485,1.00
Sm_oke,1709713044898729275,1.00
Sm_oke,1709713049899490897,0.00
Sm_oke,1709713054906264118,1.00
Sm_oke,1709713060031003074,0.00
Sm_oke,1709713064927834334,1.00
Sm_oke,1709713070009778896,1.00
Sm_oke,1709713075004850357,1.00
Sm_oke,1709713080043652764,0.00
Sm_oke,1709713085093652852,1.00
Sm_oke,1709713090100434591,1.00
Sm_oke,1709713095121844369,0.00
Sm_oke,1709713100225268709,0.00
Sm_oke,1709713105161425954,1.00
Sm_oke,1709713110170201739,0.00
Sm_oke,1709713115223881696,1.00
Sm_oke,1709713120364657246,1.00
Sm_oke,1709713125301986039,0.00
Sm_oke,1709713130294980804,0.00
Sm_oke,1709713135300584393,1.00
Sm_oke,1709713140306030064,0.00
Sm_oke,1709713145350339711,0.00
Sm_oke,1709713150349408514,0.00
Sm_oke,1709713155315682436,1.00
Sm_oke,1709713160310730982,1.00
Sm_oke,1709713165347442613,0.00
Sm_oke,1709713170379750813,1.00
Sm_oke,1709713175349173677,1.00
Sm_oke,1709713180396011372,1.00
Sm_oke,1709713185359396899,1.00
Sm_oke,1709713190422758043,1.00
Sm_oke,1709713195449511137,1.00
Sm_oke,1709713200493983098,0.00
Sm_oke,1709713205496185302,0.00
Sm_oke,1709713210462668466,1.00
Sm_oke,1709713215517160450,0.00
Sm_oke,1709713220580998789,0.00
Sm_oke,1709713225552991716,0.00
Sm_oke,1709713230559390113,1.00
Sm_oke,1709713235536790679,0.00
Sm_oke,1709713240586563229,1.00
Sm_oke,1709713245576437005,1.00
Sm_oke,1709713250607495659,1.00
Sm_oke,1709713255602021894,1.00
Sm_oke,1709713260862621569,1.00
Sm_oke,1709713265723446958,1.00
Sm_oke,1709713270775068640,0.00
Sm_oke,1709713275710604730,0.00
Sm_oke,1709713280740275019,1.00
Sm_oke,1709713285721353022,1.00
Sm_oke,1709713290707153995,0.00
Sm_oke,1709713295732262126,0.00
Sm_oke,1709713300778065486,1.00
Sm_oke,1709713305743883708,0.00
Sm_oke,1709713310799173073,1.00
Sm_oke,1709713315771836257,1.00
Sm_oke,1709713320839827562,1.00
Sm_oke,1709713325773376912,1.00
Sm_oke,1709713330776408386,0.00
Sm_oke,1709713335825272819,1.00
Sm_oke,1709713340922761064,0.00
Sm_oke,1709713345897166080,1.00
Sm_oke,1709713350877919974,0.00
Sm_oke,1709713355898795580,0.00
Sm_oke,1709713360877919647,0.00
Sm_oke,1709713365904463206,0.00
Sm_oke,1709713371089161101,0.00
Sm_oke,1709713375957170964,0.00
Sm_oke,1709713380999903973,0.00
Sm_oke,1709713385962359556,1.00
Sm_oke,1709713391268259986,1.00
Sm_oke,1709713396017315706,1.00
Sm_oke,1709713401051656623,1.00
Sm_oke,1709713406023290530,1.00
Sm_oke,1709713411073617016,1.00
Sm_oke,1709713416045288819,0.00
Sm_oke,1709713421124401620,0.00
Sm_oke,1709713426042931146,0.00
Sm_oke,1709713431116554097,1.00
Sm_oke,1709713436051575609,0.00
Sm_oke,1709713441373080809,1.00
Sm_oke,1709713446167520521,1.00
Sm_oke,1709713451166628364,1.00
Sm_oke,1709713456101049442,1.00
Sm_oke,1709713461144833998,1.00
Sm_oke,1709713466121369071,0.00
Sm_oke,1709713471134409701,0.00
Sm_oke,1709713476146604191,0.00
Sm_oke,1709713481311466724,1.00
Sm_oke,1709713486174006424,0.00
Sm_oke,1709713491186077432,1.00
Sm_oke,1709713496173226412,1.00
Sm_oke,1709713501361047921,1.00
Sm_oke,1709713506248116713,0.00
Sm_oke,1709713511348745774,0.00
Sm_oke,1709713516262104125,1.00
Sm_oke,1709713521372476144,1.00
Sm_oke,1709713526355657899,0.00
Sm_oke,1709713531357788695,0.00
Sm_oke,1709713536364061869,0.00
Sm_oke,1709713541460033514,0.00
Sm_oke,1709713546401334247,0.00
Sm_oke,1709713551410799094,0.00
Sm_oke,1709713556418013270,0.00
Sm_oke,1709713561506201215,0.00
Sm_oke,1709713566481568984,0.00
Sm_oke,1709713571484848368,1.00
Sm_oke,1709713576490578895,0.00
Sm_oke,1709713581553481370,0.00
Sm_oke,1709713586530363149,0.00
Sm_oke,1709713591552347120,0.00
Sm_oke,1709713596562455179,1.00
Sm_oke,1709713601612011278,1.00
Sm_oke,1709713606573382329,0.00
Sm_oke,1709713611615796667,0.00
Sm_oke,1709713616599204942,0.00
Sm_oke,1709713621698779403,0.00
Sm_oke,1709713626647635423,1.00
Sm_oke,1709713631654449648,1.00
Sm_oke,1709713636639238459,0.00
Sm_oke,1709713641769219116,0.00
Sm_oke,1709713646684254472,0.00
Sm_oke,1709713651699724456,1.00
Sm_oke,1709713656679530273,1.00
Sm_oke,1709713661731503944,1.00
Sm_oke,1709713666698298825,1.00
Sm_oke,1709713671695632860,0.00
Sm_oke,1709713676703884439,0.00
Sm_oke,1709713681820260813,1.00
Sm_oke,1709713686790622550,0.00
Sm_oke,1709713691803274334,1.00
Sm_oke,1709713696796777796,1.00
Sm_oke,1709713701828559357,0.00
Sm_oke,1709713706792263831,1.00
Sm_oke,1709713711837148899,0.00
Sm_oke,1709713716806773887,0.00
Sm_oke,1709713721867738419,0.00
Sm_oke,1709713726858336654,0.00
Sm_oke,1709713731883322038,0.00
Sm_oke,1709713736843772884,0.00
Sm_oke,1709713741969462441,1.00
Sm_oke,1709713746912707790,0.00
Sm_oke,1709713751907312398,1.00
Sm_oke,1709713756935156498,0.00
Sm_oke,1709713761963124115,0.00
Sm_oke,1709713766938839048,1.00
Sm_oke,1709713771965981727,1.00
Sm_oke,1709713776939222662,0.00
Sm_oke,1709713782000516488,1.00
Sm_oke,1709713786987368183,1.00
Sm_oke,1709713791989840556,0.00
Sm_oke,1709713796973930300,1.00
Sm_oke,1709713802020871061,1.00
Sm_oke,1709713807014949325,1.00
Sm_oke,1709713812014764799,1.00
Sm_oke,1709713816997633233,0.00
Sm_oke,1709713822144853623,1.00
Sm_oke,1709713827105185628,0.00
Sm_oke,1709713832129485527,1.00
Sm_oke,1709713837111577266,0.00
Sm_oke,1709713842190964094,1.00
Sm_oke,1709713847136501721,0.00
Sm_oke,1709713852137410441,1.00
Sm_oke,1709713857152034537,0.00
Sm_oke,1709713862195586924,0.00
Sm_oke,1709713867175171150,1.00
Sm_oke,1709713872167447526,1.00
Sm_oke,1709713877193014815,0.00
Sm_oke,1709713882358666426,0.00
Sm_oke,1709713887316562455,0.00
Sm_oke,1709713892321029234,1.00
Sm_oke,1709713897245364602,0.00
Sm_oke,1709713902513376569,1.00
Sm_oke,1709713907324915678,1.00
Sm_oke,1709713912353058081,0.00
Sm_oke,1709713917362533018,1.00
Sm_oke,1709713922455965113,0.00
Sm_oke,1709713927375245131,0.00
Sm_oke,1709713932381749871,0.00
Sm_oke,1709713937391798000,0.00
Sm_oke,1709713942435462465,1.00
Sm_oke,1709713947419136291,0.00
Sm_oke,1709713952432365456,0.00
Sm_oke,1709713957422379766,1.00
Sm_oke,1709713962626475006,0.00
Sm_oke,1709713967505407931,1.00
Sm_oke,1709713972508673844,0.00
Sm_oke,1709713977508410847,1.00
Sm_oke,1709713982496877151,1.00
Sm_oke,1709713987498007401,0.00
Sm_oke,1709713992515869161,0.00
Sm_oke,1709713997483038517,0.00
Sm_oke,1709714002716900505,0.00
Sm_oke,1709714007606740481,1.00
Sm_oke,1709714012604956253,0.00
Sm_oke,1709714017603044177,1.00
Sm_oke,1709714022735160030,1.00
Sm_oke,1709714027636168394,0.00
Sm_oke,1709714032663584723,0.00
Sm_oke,1709714037644154979,0.00
Sm_oke,1709714042964978970,0.00
Sm_oke,1709714047759382200,0.00
Sm_oke,1709714052764733624,1.00
Sm_oke,1709714057687978705,1.00
Sm_oke,1709714062798656759,0.00
Sm_oke,1709714067730896867,0.00
Sm_oke,1709714072746257074,1.00
Sm_oke,1709714077716066753,0.00
Sm_oke,1709714082790656829,0.00
Sm_oke,1709714087780185000,0.00
Sm_oke,1709714092777958171,0.00
Sm_oke,1709714097784300198,1.00
Sm_oke,1709714102940261866,1.00
Sm_oke,1709714107848025867,0.00
Sm_oke,1709714112862058440,1.00
Sm_oke,1709714117854050076,0.00
Sm_oke,1709714122915063390,1.00
Sm_oke,1709714127892128159,1.00
Sm_oke,1709714132887711287,0.00
Sm_oke,1709714137885547330,1.00
Sm_oke,1709714143075165621,0.00
Sm_oke,1709714147956802342,0.00
Sm_oke,1709714152979121381,0.00
Sm_oke,1709714157990300816,0.00
Sm_oke,1709714163170735105,0.00
Sm_oke,1709714168030964295,0.00
Sm_oke,1709714173043056074,1.00
Sm_oke,1709714178030305211,0.00
Sm_oke,1709714183105229018,0.00
Sm_oke,1709714188074527928,0.00
Sm_oke,1709714193083126120,1.00
Sm_oke,1709714198072560905,1.00
Sm_oke,1709714203239525278,0.00
Sm_oke,1709714208222431681,1.00
Sm_oke,1709714213199369440,0.00
Sm_oke,1709714218196293591,1.00
Sm_oke,1709714223292279347,0.00
Sm_oke,1709714228256981913,0.00
Sm_oke,1709714233271612685,1.00
Sm_oke,1709714238258405829,0.00
Sm_oke,1709714243457294836,0.00
Sm_oke,1709714248327864577,1.00
Sm_oke,1709714253338113004,1.00
Sm_oke,1709714258326706265,0.00
Sm_oke,1709714263392379170,1.00
Sm_oke,1709714268361499475,1.00
Sm_oke,1709714273598813924,0.00
Sm_oke,1709714278369318979,1.00
Sm_oke,1709714283571776233,0.00
Sm_oke,1709714288482935563,0.00
Sm_oke,1709714293477449858,0.00
Sm_oke,1709714298460637601,0.00
Sm_oke,1709714303504292623,0.00
Sm_oke,1709714308517134459,1.00
Sm_oke,1709714313517768442,1.00
Sm_oke,1709714318497511701,0.00
Sm_oke,1709714323643808859,0.00
Sm_oke,1709714328556511322,0.00
Sm_oke,1709714333583228151,0.00
Sm_oke,1709714338586491027,1.00
Sm_oke,1709714343655079987,0.00
Sm_oke,1709714348591715463,0.00
Sm_oke,1709714353594345411,1.00
Sm_oke,1709714358608768631,1.00
Sm_oke,1709714363810602630,1.00
Sm_oke,1709714368703447627,1.00
Sm_oke,1709714373719649646,0.00
Sm_oke,1709714378696731718,1.00
Sm_oke,1709714384089473302,1.00
Sm_oke,1709714388769381022,0.00
Sm_oke,1709714393780997712,1.00
Sm_oke,1709714398787944489,1.00
Sm_oke,1709714403958145968,1.00
Sm_oke,1709714408929933364,1.00
Sm_oke,1709714413880120940,0.00
Sm_oke,1709714418872365778,1.00
Sm_oke,1709714424091247914,0.00
Sm_oke,1709714428972326760,0.00
Sm_oke,1709714433931262635,1.00
Sm_oke,1709714438869347654,1.00
Sm_oke,1709714444009727862,1.00
Sm_oke,1709714448924308370,1.00
Sm_oke,1709714453903614958,1.00
Sm_oke,1709714458880547476,0.00
Sm_oke,1709714464003930763,0.00
Sm_oke,1709714468981322852,1.00
Sm_oke,1709714474005612675,1.00
Sm_oke,1709714478980381628,1.00
Sm_oke,1709714484116467762,0.00
Sm_oke,1709714489095662335,1.00
Sm_oke,1709714494090417800,1.00
Sm_oke,1709714499115190937,1.00
Sm_oke,1709714504180278209,0.00
Sm_oke,1709714509148983081,1.00
Sm_oke,1709714514136548223,0.00
Sm_oke,1709714519134445142,1.00
Sm_oke,1709714524323055392,0.00
Sm_oke,1709714529223551113,0.00
Sm_oke,1709714534231869706,0.00
Sm_oke,1709714539219083341,1.00
Sm_oke,1709714544322844016,1.00
Sm_oke,1709714549294891867,0.00
Sm_oke,1709714554308151200,1.00
Sm_oke,1709714559345795756,0.00
Sm_oke,1709714564558213832,0.00
Sm_oke,1709714569411302582,0.00
Sm_oke,1709714574434053133,1.00
Sm_oke,1709714579426449510,0.00
Sm_oke,1709714584525486874,0.00
Sm_oke,1709714589454985841,1.00
Sm_oke,1709714594468757975,1.00
Sm_oke,1709714599439605932,1.00
Sm_oke,1709714604501209609,0.00
Sm_oke,1709714609490156392,1.00
Sm_oke,1709714614498862096,0.00
Sm_oke,1709714619514256719,0.00
Sm_oke,1709714624705450161,1.00
Sm_oke,1709714630275320614,1.00
Sm_oke,1709714635198362885,0.00
Sm_oke,1709714640180996489,0.00
Sm_oke,1709714645222786165,1.00
Sm_oke,1709714650187798224,0.00
Sm_oke,1709714655251805273,1.00
Sm_oke,1709714660213731419,1.00
Sm_oke,1709714665205973055,1.00
Sm_oke,1709714670195531318,0.00
Sm_oke,1709714675194986994,0.00
Sm_oke,1709714680190395338,0.00
Sm_oke,1709714685218108601,0.00
Sm_oke,1709714690207275983,0.00
Sm_oke,1709714695210256457,1.00
Sm_oke,1709714700205785590,1.00
Sm_oke,1709714708141132885,1.00
Sm_oke,1709714713088951186,1.00
Sm_oke,1709714718060236279,1.00
Sm_oke,1709714723086561245,1.00
Sm_oke,1709714728095561901,1.00
Sm_oke,1709714733087043092,0.00
Sm_oke,1709714738081715500,0.00
Sm_oke,1709714743125091997,1.00
Sm_oke,1709714748170416169,0.00
Sm_oke,1709714753182130197,1.00
Sm_oke,1709714758193906797,1.00
Sm_oke,1709714763193261539,1.00
Sm_oke,1709714768247902976,1.00
Sm_oke,1709714773224230255,0.00
Sm_oke,1709714778258968291,0.00
Sm_oke,1709714783312880726,0.00
Sm_oke,1709714788276007910,0.00
Sm_oke,1709714793239459856,1.00
Sm_oke,1709714798284095894,0.00
Sm_oke,1709714803550293745,1.00
Sm_oke,1709714810372482583,0.00
Sm_oke,1709714815386235027,0.00
Sm_oke,1709714820374526815,1.00
Sm_oke,1709714825462766758,1.00
Sm_oke,1709714831816741593,0.00
Sm_oke,1709714836797238600,1.00
Sm_oke,1709714841802770788,0.00
Sm_oke,1709714846807160657,0.00
Sm_oke,1709714851808667166,0.00
Sm_oke,1709714856783831928,1.00
Sm_oke,1709714861776544684,1.00
Sm_oke,1709714866782974133,1.00
Sm_oke,1709714871798092046,0.00
Sm_oke,1709714876786956703,1.00
Sm_oke,1709714881778599459,0.00
Sm_oke,1709714886818839638,1.00
Sm_oke,1709714892040640624,1.00
Sm_oke,1709714896961748461,1.00
Sm_oke,1709714901845360961,1.00
Sm_oke,1709714906849660727,1.00
Sm_oke,1709714912289644365,1.00
Sm_oke,1709714917225255750,1.00
Sm_oke,1709714922226227630,1.00
Sm_oke,1709714927249372246,0.00
Sm_oke,1709714932411843030,1.00
Sm_oke,1709714937351412603,1.00
Sm_oke,1709714942372449180,1.00
Sm_oke,1709714947345720789,0.00
Sm_oke,1709714952395261903,0.00
Sm_oke,1709714957370609144,1.00
Sm_oke,1709714963358611658,1.00
Sm_oke,1709714968319569009,1.00
Sm_oke,1709714973359670291,0.00
Sm_oke,1709714978364347440,1.00
Sm_oke,1709714983343333372,1.00
Sm_oke,1709714988345283656,0.00
Sm_oke,1709714993337977202,0.00
Sm_oke,1709714998328929633,0.00
Sm_oke,1709715003419956044,1.00
Sm_oke,1709715008349144483,1.00
Sm_oke,1709715013351189874,1.00
Sm_oke,1709715018355327380,1.00
Sm_oke,1709715023485432092,0.00
Sm_oke,1709715028450951074,1.00
Sm_oke,1709715033459276229,1.00
Sm_oke,1709715038460894648,1.00
Sm_oke,1709715043598840477,1.00
Sm_oke,1709715048505940330,0.00
Sm_oke,1709715053518126087,1.00
Sm_oke,1709715058504186777,1.00
Sm_oke,1709715063662731851,0.00
Sm_oke,1709715068591954597,0.00
Sm_oke,1709715073701115632,1.00
Sm_oke,1709715078616086262,1.00
Sm_oke,1709715083698070129,1.00
Sm_oke,1709715088660623009,1.00
Sm_oke,1709715093662708210,0.00
Sm_oke,1709715098656800634,0.00
Sm_oke,1709715103823154053,0.00
Sm_oke,1709715108772863952,1.00
Sm_oke,1709715113818646838,1.00
Sm_oke,1709715118714911193,0.00
Sm_oke,1709715123824652732,0.00
Sm_oke,1709715128798320844,1.00
Sm_oke,1709715133854639913,1.00
Sm_oke,1709715138898097771,1.00
Sm_oke,1709715144067102620,1.00
Sm_oke,1709715148914900694,0.00
Sm_oke,1709715153914085963,0.00
Sm_oke,1709715158981246203,0.00
Sm_oke,1709715163959477539,1.00
Sm_oke,1709715169018626657,1.00
Sm_oke,1709715174056864618,0.00
Sm_oke,1709715179008977219,0.00
Sm_oke,1709715184025845834,1.00
Sm_oke,1709715189100884472,1.00
Sm_oke,1709715194072690881,1.00
Sm_oke,1709715199067054615,0.00
Sm_oke,1709715204271837816,0.00
Sm_oke,1709715209140280302,0.00
Sm_oke,1709715214134146026,1.00
Sm_oke,1709715219140191681,1.00
Sm_oke,1709715224178907628,1.00
Sm_oke,1709715229150254620,0.00
Sm_oke,1709715234150413728,1.00
Sm_oke,1709715239139629961,1.00
Sm_oke,1709715244252264639,0.00
Sm_oke,1709715250950679359,0.00
Sm_oke,1709715255977847310,1.00
Sm_oke,1709715261055980184,0.00
Sm_oke,1709715265961618091,0.00
Sm_oke,1709715270970366324,1.00
Sm_oke,1709715275991343708,1.00
Sm_oke,1709715280971957341,1.00
Sm_oke,1709715285987779494,0.00
Sm_oke,1709715290968950187,1.00
Sm_oke,1709715295964767636,1.00
Sm_oke,1709715300956050543,1.00
Sm_oke,1709715305964679475,1.00
Sm_oke,1709715311138903661,0.00
Sm_oke,1709715316109630395,0.00
Sm_oke,1709715321048076294,0.00
Sm_oke,1709715326057438411,1.00
Sm_oke,1709715331182139963,1.00
Sm_oke,1709715336125858901,1.00
Sm_oke,1709715341130559217,1.00
Sm_oke,1709715346131459784,1.00
Sm_oke,1709715351292957219,1.00
Sm_oke,1709715356442107303,1.00
Sm_oke,1709715361349680368,0.00
Sm_oke,1709715366287002945,0.00
Sm_oke,1709715371449334661,1.00
Sm_oke,1709715376409348513,1.00
Sm_oke,1709715381407519480,1.00
Sm_oke,1709715386354691338,1.00
Sm_oke,1709715391544178891,1.00
Sm_oke,1709715396542791703,0.00
Sm_oke,1709715401399677260,1.00
Sm_oke,1709715406391540630,0.00
Sm_oke,1709715411684466547,0.00
Sm_oke,1709715416502233601,0.00
Sm_oke,1709715421563911972,1.00
